class,cap-diameter,cap-shape,cap-color,stem-width
p,3.48,x,n,5.15
e,5.48,x,n,11.08
p,4.03,f,p,3.57
p,1.18,f,y,5.06
p,8.47,x,w,17.42
e,50.49,o,y,49.03
e,7.36,x,y,15.64
p,2.22,x,e,2.48
p,15.92,s,n,35.68
p,13.1,x,y,18.7
e,3.83,x,n,11.37
e,9.04,x,n,17.99
p,6.77,x,r,14.82
e,6.97,b,k,11.61
e,5.49,o,n,48.13
e,2.15,x,u,4.45
e,0.98,b,g,1.56
p,5.84,x,y,13.59
p,0.6,x,p,0.74
p,1.51,x,y,2.66
p,18.83,x,o,34.45
p,12.28,x,n,26.58
p,7.71,x,n,9.81
p,5.18,x,w,12.49
e,3.72,x,e,6.78
e,3.04,s,n,7.36
p,12.52,f,n,14.94
e,5.68,s,w,16.69
p,3.37,b,g,2.62
e,15.27,x,k,23.34
e,6.26,f,w,12.52
e,9.26,x,y,14.74
p,11.71,x,y,34.67
p,2.82,b,g,2.56
p,11.56,x,n,31.54
p,5.72,s,y,6.54
p,1.26,x,y,5.7
p,13.74,s,w,25.04
p,5.4,b,e,8.46
p,6.4,f,y,20.32
e,8.1,x,n,12.72
p,7.33,x,g,23.07
e,8.05,x,n,16.87
p,5.39,b,n,5.95
e,3.4,s,n,7.12
p,4.86,s,y,6.23
e,8.35,f,w,16.84
e,5.03,o,n,53.64
p,7,s,r,12.35
e,3.14,x,n,5.51
e,8.55,x,n,18.37
p,1.97,c,w,3.49
e,3.66,x,w,5.32
p,6.24,x,n,13.72
e,6.84,c,n,13.32
e,3.27,f,n,6.48
e,6.61,x,y,16.31
p,2.93,f,u,3.28
p,2.91,o,g,0
p,9.18,x,y,11.72
p,3.17,f,w,7.28
p,4.7,s,n,5.95
p,21.66,x,o,47.96
p,0.81,x,y,0.72
e,7.59,x,y,13.91
p,4.13,f,y,5
e,11.46,s,w,24.61
p,8.43,s,r,12.46
e,6.66,s,y,13.78
p,7.41,x,e,17.2
e,5.38,x,w,12.14
e,2.59,x,n,10.68
e,0.56,x,e,0.98
p,5.43,x,y,12.85
e,4.48,f,w,3.87
e,4.66,x,y,9.93
e,7.6,x,w,12.3
e,7.18,x,n,12.45
p,7.63,p,w,17.96
p,1.32,f,y,5.85
p,5.08,b,k,7.17
p,2.7,b,r,5.05
e,11.8,x,r,23.87
p,8.5,x,n,12.68
e,2.52,x,w,5.26
e,4.21,x,n,8.33
p,11.44,x,w,17.35
e,4.79,x,y,10.07
p,1.87,c,y,2.77
p,8.41,x,n,19.26
p,2.94,f,n,3.24
e,5,x,w,4.97
p,2.16,b,n,2.17
p,9.05,x,g,19.88
p,3.69,x,r,7.25
e,5.07,x,n,6.79
p,3.52,f,n,3.15
p,4.99,b,n,11.94
p,5.43,x,e,7.61
e,6.51,f,n,12.05
e,5.72,s,n,7.53
e,13.82,f,w,20.6
e,10.14,x,n,22.51
e,10.57,x,n,22.89
p,13.4,x,n,24.59
e,8,f,y,15.14
e,6.88,x,g,5.55
e,21.08,p,n,24.32
p,0.79,x,p,0.99
e,5.29,f,b,9.92
e,9.14,p,n,13.94
e,4.06,x,y,10.88
e,0.81,b,g,1.61
p,1.28,x,y,5.49
e,0.96,b,g,1.53
e,7.56,x,w,12.78
p,9.11,s,p,15.86
p,11.12,f,n,16.45
p,3.33,x,w,2.45
p,3.03,f,w,3
p,7.88,x,p,10.14
e,9.32,x,n,24.32
e,10.51,x,n,21.32
e,7.78,s,n,22.46
p,3.69,b,p,3.49
e,4.07,f,n,8.48
p,3.64,x,w,3.96
e,12.25,x,n,19.45
p,4.05,f,n,3.5
e,8.32,x,y,14.13
p,4.46,x,y,7.76
e,6.6,s,n,8.41
p,9.03,s,o,12.54
e,0.74,p,g,1.17
e,8.71,f,u,15.59
p,6.48,x,y,16.85
p,6.1,x,n,7.34
p,6.03,f,y,7.03
p,4.2,o,n,0
p,3.44,x,e,6.43
p,1.46,x,n,2.63
p,9.66,x,y,15.38
p,3.28,b,n,4.44
p,2.28,f,e,3.6
p,3.93,b,n,5.06
p,7.19,o,r,13.57
p,7.13,x,y,7.31
p,1.62,x,n,1.47
p,1.4,b,n,1.34
e,4.13,x,w,7.68
e,11.14,s,w,27.43
e,1.76,c,n,1.52
p,9,x,u,20.05
p,5.42,x,e,9.06
e,10,x,n,22.89
e,5.41,f,n,9.52
e,15.98,x,n,74.5
p,7.69,x,n,16.87
e,6.44,x,y,11.5
p,7.72,x,n,10.7
p,18.76,x,w,27.42
p,4.43,x,n,5.05
e,6.19,x,n,9.39
p,9.17,s,p,14.25
e,10.66,f,b,21.49
p,5.21,s,n,6
e,3.68,x,n,4.92
e,9.3,p,w,12.24
e,5.59,f,b,10.29
e,4.04,f,n,7.5
e,8.72,x,y,16.44
p,6.82,s,r,11.45
e,10.58,p,w,12.67
p,4.78,p,n,12.11
e,2.79,f,n,3
p,7.75,x,g,14.44
e,4.49,x,o,5.41
p,3.83,s,u,6.74
e,10.93,s,p,17.84
p,5.46,x,g,13.82
e,3.89,f,w,5.19
e,45.64,o,y,16.58
e,4.4,f,o,5.67
p,0.8,x,n,0.95
p,5.79,o,n,0
p,3.55,f,n,4.04
p,6.48,x,n,6.46
e,3.62,x,y,8.93
p,23.37,f,e,45.87
p,7.22,x,y,12.17
e,4.15,x,n,11.74
p,4.86,s,y,6.94
p,8.04,f,r,12.47
p,21.07,s,n,36.26
e,9.2,x,y,21.39
e,1.11,b,w,1.42
p,10.03,f,w,10.43
p,2.44,f,p,6
p,8.34,x,w,14.51
p,7.1,b,w,11.99
e,1.25,p,g,1.67
e,2.99,b,n,2.98
e,2.65,f,n,5.95
e,6.02,p,n,19.87
e,8.81,f,b,20.51
p,0.5,x,o,0.67
p,13.71,x,y,16.18
p,2.11,p,n,2.6
p,3.96,f,n,5.12
p,7.25,x,n,14.4
e,9.17,p,n,16.66
p,1.69,b,g,1.99
e,1.32,c,n,1.27
p,4.37,x,y,6.6
e,12.73,f,y,22.77
p,3.07,b,n,2.71
e,2.66,x,b,4.92
p,4.28,f,y,6.54
p,9.5,o,e,24.99
p,10,x,o,24.09
p,2.71,f,p,3.22
p,6.39,x,n,7.44
p,6.98,f,u,16.27
p,15.74,x,n,30.24
p,1.8,f,l,2.37
e,9.31,f,n,17.12
p,4.55,f,n,3.65
e,6.76,f,y,13.64
p,5.76,s,o,7.29
e,7.61,f,w,12.61
e,7.93,f,w,13.03
p,0.91,x,w,1.42
p,1.62,b,n,1.74
p,4.77,c,y,12.64
p,5.33,x,e,7.36
e,5.05,b,g,9.33
p,13.47,o,n,25.82
p,11.91,x,n,12.32
p,1.6,c,n,2.8
p,10.4,x,n,24.91
e,1.19,b,w,1.44
p,5.4,f,e,5.08
e,1.07,p,w,1.49
e,4.43,f,w,3.64
e,45.73,o,y,27.17
e,8.75,x,y,27.09
e,3.28,x,p,6.49
p,3.37,x,w,4
e,9.36,s,n,25.21
p,3.15,f,n,3.24
e,4.42,x,n,7.56
e,6.68,c,n,12.01
e,8.99,s,p,18.23
p,6.05,s,y,6.65
e,6.04,x,n,9.13
e,6.34,s,n,8.13
e,15.87,f,g,25.8
e,3.9,f,n,6.93
p,3.17,f,n,2.61
e,6.04,x,w,11.78
e,11.82,s,w,25.45
e,6.87,x,n,10.28
e,8.2,x,n,19.51
p,11.44,x,y,33.27
p,0.63,x,n,0.92
p,7.24,f,e,16.47
e,1.3,x,n,2.56
p,2.27,b,y,3.25
p,2.29,x,n,2.13
e,1.19,c,n,1.05
p,9.59,x,g,21.5
e,5,s,n,6.43
e,15.76,p,n,33.82
p,4.46,f,e,5
p,2.83,x,g,6.26
p,4.76,x,y,7.92
p,12.52,f,n,14.86
p,2.33,b,n,2.14
p,9.6,x,n,28.52
p,13.06,x,n,32.76
p,4.64,x,r,10.16
e,7.89,x,g,12.76
e,4.87,f,n,4.19
p,0.77,x,n,0.92
p,7.68,x,p,9.95
e,7.85,f,n,12.93
e,8.01,x,y,25.18
p,5.37,x,n,6.45
e,8.43,p,w,13.91
e,7.88,f,w,26.45
e,6.94,x,e,11.78
e,9.23,x,n,21.12
p,3.94,c,y,11.82
p,2.48,x,n,2.36
p,3.27,b,n,4.67
p,3.14,b,u,5.47
p,11.9,x,n,15.9
e,8.67,p,g,13.96
p,8.43,s,y,12.74
e,4.9,x,r,9.54
p,2.19,b,o,3.42
p,3.57,x,p,11.99
e,51.99,o,y,27.18
e,2.61,x,u,4.2
p,1.44,o,n,1.44
p,2.8,s,o,6.37
p,1.75,b,g,1.87
e,11.57,f,w,17.11
p,3.95,o,r,0
e,12.78,x,n,22.22
p,6.89,f,n,7.41
e,8.22,f,n,12.42
e,2.75,f,n,3.89
p,2.82,f,y,6.57
e,4.99,f,y,3.87
p,1.8,b,w,2.6
e,8.77,f,n,18.1
p,6.69,x,e,10.51
e,1.55,c,n,1.72
p,3.61,f,u,5.95
p,7.5,s,n,9.84
e,15.54,x,n,17.13
p,3.24,x,e,4.72
p,5.46,s,o,6.18
e,3.97,f,n,7.65
p,4.15,f,e,6.22
p,0.73,x,o,0.85
p,12.47,s,n,17.63
e,11.93,f,b,15.52
e,11.03,x,n,16.56
p,22.62,f,w,33.71
e,9.06,x,n,15.75
p,4.04,x,e,5.36
e,4.73,x,o,6.05
e,10.55,p,n,17.52
p,4.46,x,n,10.25
p,4.29,s,n,5.77
p,6.77,f,n,12.55
e,7.59,f,n,11.6
p,7.29,f,p,9.27
e,0.91,c,e,0.87
p,3.16,o,g,0
p,3.2,b,l,7.14
e,9.34,x,n,16.52
p,4.38,b,n,4.92
p,7.77,x,e,16.57
e,1.18,b,w,1.65
p,7.65,p,n,17.31
e,12.44,x,y,26.59
p,14.92,x,e,17.02
p,3.61,o,w,28
p,2.05,b,n,1.99
p,8.72,s,p,14.66
p,7.63,c,w,12.04
e,3.92,f,w,6.6
p,3.35,f,p,6.31
e,13.03,x,n,16.85
e,6.08,f,y,14.32
p,1,x,w,1.58
p,3.18,b,y,6.22
e,4.47,c,g,21.45
p,10.31,f,n,11.48
e,8.49,x,y,16.81
e,6.43,x,w,8.79
e,1.43,x,n,1.71
p,1.12,x,w,1.7
p,3.96,x,n,9.52
p,12.43,x,w,17.98
p,8.25,x,n,7.83
p,4.01,f,n,4.79
p,3.17,b,k,2.41
p,6.33,x,p,10.1
e,5.17,p,n,16.58
p,6.33,f,p,9.73
p,9.4,o,n,15.71
p,8.57,x,n,16.07
p,8.83,x,n,15.36
e,5.34,x,y,9.92
e,16.69,p,e,35.33
e,7.45,o,n,25.87
p,5.32,x,w,14.27
e,14.69,x,k,21.34
p,10.67,p,n,31.68
p,0.82,x,p,1.09
p,7.03,f,e,8.12
p,1.52,x,n,1.69
p,6.8,f,n,6.89
p,3.85,b,n,3.63
e,11.13,p,n,17.5
p,5.56,f,y,5.34
p,8.52,x,n,11.83
p,1.35,b,n,1.69
p,4.56,f,p,6.57
p,6.58,x,e,8.62
e,8.12,x,n,17.61
e,6.68,f,y,16.46
p,1.72,x,n,2.66
p,4.12,b,y,8.11
p,6.45,x,e,16.51
e,6.61,x,n,8.94
p,0.81,x,p,0.93
p,5.37,x,e,9.81
p,5.83,x,n,8.8
e,7.4,s,y,17.56
p,7.01,x,p,9.04
e,8.83,x,n,18.34
p,4.14,b,y,6.9
p,3.77,b,n,4.74
p,2.04,f,y,2.82
p,8.15,p,n,26.56
p,15.33,s,n,23.37
p,5.11,x,o,5.73
p,15.32,x,n,31.69
e,8.34,p,w,12.27
e,3.53,b,n,3.11
p,7.05,x,w,12.33
p,6.09,b,n,6.56
e,5.52,x,b,12.19
p,3.38,f,o,5.74
p,9.05,x,n,9.1
p,4.08,o,n,0
p,3.34,x,o,6.24
p,1.07,b,y,2.41
p,4.29,f,u,8.12
p,8.49,x,r,13.57
p,7.78,o,o,14.16
e,8.35,f,e,18.43
e,7.65,s,y,14.24
p,3.58,f,u,4.52
p,1.94,b,g,2.12
e,3.13,b,n,3.37
e,10.41,f,u,22.55
p,7.52,x,n,20.23
p,4.3,b,y,9.85
p,2.01,p,n,2.28
e,2.25,s,n,3.69
e,49.48,o,y,28.01
p,3.34,f,n,6.01
p,4.33,b,n,5.61
e,7.86,f,y,20.76
p,7.78,x,n,14.45
p,3.19,o,g,13.99
e,18.2,f,w,22.39
p,1.63,b,g,1.91
p,2.63,b,y,5.6
e,7.87,x,l,16.84
e,18.87,p,o,33.46
p,4.16,x,y,7.51
e,1.77,x,y,2.47
p,7.31,x,w,12.16
p,7.34,x,e,16.71
p,4.73,x,w,13.71
p,4.18,f,n,3.25
p,4.52,x,n,10.98
p,3.26,b,n,5.72
p,4.19,x,n,7.26
e,17.71,f,w,18.81
e,19.46,f,n,23.21
p,6.46,s,g,11.28
p,19.82,x,w,26.32
e,6.15,f,y,14.55
p,5.89,c,w,11.98
e,15.66,f,k,23.18
e,18,f,k,23.71
p,9.96,s,p,14.61
p,8.73,x,w,12.15
p,1.42,x,n,2.26
e,2.3,f,n,2.85
e,1.42,x,y,2.06
p,4.18,x,o,8.49
p,5.55,f,y,4.72
e,6.18,c,n,12.71
p,7.49,x,w,13.48
p,8.01,b,w,13.15
p,5.28,f,n,6.45
e,6.37,x,n,6.35
p,4.32,x,b,6.13
p,7.47,f,e,17.16
p,4.26,b,n,5.06
p,3.33,b,n,4.66
p,10.55,x,w,17.04
p,1.81,p,n,2.43
e,1.35,c,n,1.38
p,11.18,x,n,27.49
p,3.04,b,u,3.39
p,7.99,b,w,12.87
e,20.56,p,n,61.75
e,1.73,f,g,2.66
e,1.02,f,n,1
e,17.38,p,n,33.12
e,7.63,f,y,15.38
p,13.77,x,n,29.56
e,1.16,x,e,1.06
e,6.83,x,y,14.67
p,8.36,s,p,14.68
p,2.96,o,g,14
e,10.71,s,u,21.32
p,13.63,x,y,34.9
e,6.19,c,n,12.25
p,3.17,o,g,0
e,4.76,f,o,5.67
p,4.68,o,w,30.63
p,1.85,p,n,2.41
e,3.56,x,e,7
e,4.19,x,n,9.66
e,4.56,b,g,3.89
p,4.97,x,w,11.37
e,7.61,x,n,9.65
p,8.34,x,n,9.22
e,16.85,s,n,25.23
p,7.3,f,r,12.36
p,1.5,x,o,5.49
p,6.93,x,n,20.26
p,0.97,x,w,1.47
p,7.63,f,r,12.52
p,3.32,f,n,3.03
p,4.96,x,p,11.58
p,2.16,c,n,3.38
e,9.17,f,n,25.64
e,1.65,x,n,2.55
p,5.06,f,y,6.27
p,14.53,x,w,19.16
e,9.88,x,e,22.66
e,7.27,s,g,20.46
p,4.62,f,e,4.82
p,7.33,f,r,11.54
e,4.61,x,n,4.65
e,17.91,p,n,35.94
p,5.17,x,e,12.07
p,5.95,x,g,10.88
p,1.05,b,y,2.63
p,10.84,s,y,12.77
p,11.96,x,n,14.07
e,10.38,x,w,33.31
p,0.65,x,o,0.84
e,11.37,s,w,26.38
e,17.37,x,o,34.35
e,53.32,o,y,41.65
p,3.97,o,g,0
p,14.47,x,n,31.65
e,9.46,p,n,17.1
e,3.85,f,n,7.48
p,4.77,f,y,5.37
p,4.51,f,n,4.83
e,9.67,x,n,9.95
e,11.29,s,w,23.63
p,1.58,x,n,1.35
e,6.2,x,w,12.23
p,4.02,s,u,7.11
e,7.76,x,n,13.13
p,6.68,x,n,14.87
e,6.32,f,n,14.2
p,6.16,s,y,6.71
p,8.95,x,y,11.81
e,6.82,f,u,14.09
p,5.05,x,n,6.58
e,8.41,s,w,8.81
e,1.56,x,n,1.66
p,3.19,o,k,12.67
e,3.55,b,w,2.87
p,9.38,s,y,11.47
e,9.37,f,k,15.64
e,1.25,b,g,1.69
e,8.39,x,y,22.13
e,3.49,s,p,6
p,2.67,f,n,5.95
e,6.83,f,n,13.76
e,3.25,s,n,6.64
p,3.75,o,n,0
p,8.93,p,n,18.39
e,7.25,f,o,11.44
e,7.43,x,y,17.05
e,0.81,p,w,1.15
p,0.87,x,p,1.13
p,3.1,b,r,6.08
p,8.83,s,p,11.63
p,9,f,y,12.18
e,6.46,x,y,14.2
p,10.56,x,y,22.04
p,2.91,x,o,5.77
p,7.01,f,n,8.86
e,17.42,x,n,34.75
e,7.64,x,n,18.06
p,6.89,f,n,7.95
p,1.64,x,n,2.51
e,7.6,f,n,12.32
p,3.06,o,k,13.71
p,4.88,b,y,6.76
p,7.78,x,e,8.59
e,13.59,f,e,15.16
e,7.79,x,y,16.15
p,21.96,x,e,48.3
e,8.26,f,w,14.62
p,6.3,s,e,6.62
e,6.29,f,b,10.57
p,3.51,f,n,3
p,2.14,c,n,3.28
e,6.55,x,n,12.12
p,1.1,f,y,4.9
p,7.39,x,e,10.98
p,16.26,s,w,33.06
p,2.84,b,n,2.42
p,5.78,c,y,8.21
p,16.51,x,w,33.38
p,6.72,x,n,7.13
e,6.21,x,n,6.33
p,7.38,b,w,12.91
p,1.26,x,n,2.4
e,9.19,x,n,9.17
e,9.12,f,n,14.93
e,6.52,x,k,15.71
p,8.39,s,p,17.22
e,4.27,x,n,6.62
e,3.39,b,n,3.21
p,3.65,f,n,2.56
p,3.8,f,n,3
p,14.26,x,o,31.88
p,0.56,x,o,0.69
e,6.15,p,g,21.49
e,4.19,x,w,7.78
p,8.2,p,n,15.44
p,14.37,x,e,17.27
e,8.3,f,u,17.31
e,5.18,s,n,7.48
e,7.94,f,n,10.69
p,3.78,f,n,3.11
p,3.32,f,n,2.33
e,2.99,x,n,9.16
p,13.31,f,g,14.56
p,10.83,x,w,18.13
e,13.25,f,l,13.83
p,17.03,x,w,35.02
p,6.08,x,n,14.72
e,5.56,x,w,12.43
e,3.3,b,g,2.66
p,4.81,f,n,5.19
e,3.06,s,y,6.83
p,4.52,s,u,6.14
p,6.68,s,n,9.97
e,5.96,x,n,10.38
p,0.7,x,o,0.97
e,4.3,x,w,6.33
p,4.94,o,w,28.81
e,7.73,f,n,10.31
e,4.48,x,n,8.41
p,3.52,x,n,3.43
p,0.93,f,o,1.09
e,4.57,x,n,10.07
p,3.11,b,n,4.3
e,10.01,x,y,11.36
e,9.26,x,l,20.69
e,9.62,x,n,22.76
p,1.45,x,n,1.61
e,1.6,f,g,2.67
p,14.67,x,y,17.47
p,6.85,x,n,7.56
e,12.89,f,g,24.96
p,7.51,f,y,12.98
e,11.58,s,p,17.66
e,2.38,f,n,3.14
p,2.75,c,u,3.45
p,8.58,b,w,13.4
p,0.87,f,o,1.16
p,4.93,x,n,13.49
e,5.49,f,n,9.39
e,4.28,s,n,7.7
p,19.58,f,w,33.26
e,7.39,s,y,15.88
e,3,b,n,2.47
p,2.28,x,k,2.4
p,3.39,f,e,3.26
p,5.36,x,e,10.26
e,4.5,x,w,8.2
p,10.07,x,y,15.93
p,2.69,x,w,2.69
e,3.88,b,n,3.89
p,7.03,s,n,7.27
p,17.17,f,w,32.7
e,1.59,x,n,1.45
e,3.31,f,n,4.48
e,11,p,w,17.93
p,3.12,o,g,13.87
e,5.76,f,o,5.8
e,7.64,f,n,12.87
e,5.17,x,g,4.43
p,10.22,x,n,27.38
p,3.88,f,y,5.19
p,7.85,f,n,10.58
p,7.25,b,w,12.1
p,12.71,x,y,17.38
e,44.12,o,y,34.46
e,8.99,f,w,32.36
e,7.58,p,n,15.44
p,2.85,b,e,3.28
e,5.57,x,n,4.37
p,3.69,x,r,7.03
p,1.65,x,n,2.92
p,16.91,f,w,26.11
e,6.98,x,w,8.71
e,6.95,x,n,12.64
e,5.11,s,n,7.52
p,5.74,x,y,12.4
e,10.49,x,e,22.43
e,8.11,x,y,13.8
p,3,s,w,2.6
p,5.32,s,y,6.71
e,6.16,p,n,21.39
p,4.63,b,l,6.07
p,9.9,s,r,13.94
e,6.68,x,n,11.55
p,5.66,x,n,10.19
e,0.99,b,w,1.5
p,8.62,x,n,7.93
e,6.67,x,w,7.59
e,7.01,x,n,6.71
e,3.29,f,g,2.57
p,4.74,b,u,6.67
p,8.63,x,n,9.75
p,9.88,x,n,14.75
e,6.98,f,p,17.43
p,3.88,b,n,4.49
e,6.07,x,n,6.43
p,2.86,o,w,0
p,1.61,f,y,2.77
e,3.65,x,w,9.74
e,3.58,s,y,6.57
p,3.05,f,n,3.41
e,10.72,f,b,21.48
e,5.59,s,n,7.97
e,9.27,x,n,17.25
e,5.62,f,k,8.8
p,10.78,x,w,11.97
p,4.69,x,e,9.57
p,0.69,x,y,0.8
p,7.78,s,n,9.6
e,5.53,c,g,18.25
e,8.73,f,n,9.66
p,5.51,x,o,7.59
p,1.43,x,n,1.39
p,1.01,x,w,1.68
e,5.35,x,w,10.77
e,8.33,o,n,23.15
e,7.74,x,y,13.55
p,3.9,f,n,5.05
e,19.92,x,n,51.69
e,8.6,x,y,13.68
e,3.71,b,n,3.04
e,12.65,x,y,23.75
p,16.56,x,o,18.11
e,4.97,x,w,7.86
e,2.21,x,u,4.62
e,22.33,p,n,17.61
p,5.69,c,w,11.77
e,3.37,x,y,8.67
e,11,x,y,26.31
e,6.62,x,g,5.12
p,0.79,x,o,0.85
p,2.94,o,g,13.5
p,18.34,s,w,30.25
e,8.31,x,y,16.45
e,7.12,x,y,14.46
p,7.81,o,n,13.78
e,12.45,x,y,23.55
p,4.61,f,y,5.01
p,4.63,x,e,6.94
e,4.64,x,n,8.76
p,3.31,o,g,0
p,7.86,s,g,12.47
e,4.03,f,o,5.1
p,8.28,x,n,14.39
p,10.88,x,n,33.21
e,52.4,o,y,43.44
p,1.87,f,o,6.05
p,10.39,x,n,30.82
e,7.05,s,n,23.27
e,12.48,s,w,25.78
e,8.94,x,e,24.69
e,15.01,x,n,18.42
p,4.04,f,n,5.41
p,7.35,b,w,10.75
e,1.41,x,n,1.53
p,1.27,b,n,1.4
p,1.93,b,o,2.89
e,5.99,x,n,11.93
p,5.55,x,n,12.25
p,7.9,x,p,9.57
e,7.44,x,y,14.21
p,7.21,x,n,9.06
p,5.25,c,y,6.49
p,7.58,x,e,17.85
e,8.39,f,g,17.58
e,11.44,f,w,12.7
e,9.9,o,n,24.42
e,4.75,x,y,12.2
p,16.7,s,w,28.25
p,4,b,l,7.15
e,4.16,f,n,6.78
p,2.54,s,w,2.25
p,7.68,f,n,8.03
e,5.6,x,n,9.88
p,17.55,s,w,28.08
e,0.86,f,e,0.97
e,7.15,x,n,12.83
e,5.29,p,g,19.08
p,0.97,x,o,0.79
p,6.91,s,g,11.64
e,7.52,s,n,17.91
e,5.24,x,g,4.55
e,15.48,f,g,14.94
e,7.03,x,y,13.01
e,9.2,f,o,13.94
e,7.09,f,w,31.68
e,8.04,x,e,16.62
e,7.1,f,p,16.55
p,3.56,f,n,4.04
p,7.62,o,r,14.88
p,8.74,s,r,14.26
p,5.02,s,n,4.91
e,5.21,f,n,4.31
p,3.84,b,w,3.39
p,3.62,x,y,3.57
p,7.79,x,p,10.35
e,7.39,x,y,15.94
p,6.17,x,e,8.22
p,8.29,x,n,9.5
e,7.47,x,g,26.42
e,8.98,x,n,17.21
p,10.72,x,n,17.38
p,1.68,f,o,4.27
p,0.7,f,o,0.9
p,8.88,f,p,9.99
p,1.99,p,n,2.62
p,4.69,x,o,7.12
p,3.34,o,w,28.33
e,9.9,f,n,19.57
e,9.73,x,n,17.19
e,9.88,s,w,24.47
p,3.39,b,y,7.79
e,5.43,x,y,10.11
e,3.32,f,p,6.03
e,10.64,x,y,15.5
p,4.1,x,y,7.58
e,6.67,f,n,12.99
p,0.72,x,y,0.68
p,2.09,b,g,2.25
e,3.73,b,n,2.96
e,3.49,x,n,6.48
e,3,b,n,2.99
p,10.12,s,p,13.83
e,9.2,x,n,18.09
e,1.73,x,n,2.44
p,7.63,f,n,6.19
e,6.96,x,n,17.42
p,2.21,b,n,2.18
p,2.3,f,u,3.34
e,5.82,s,o,13.23
p,1.79,x,k,2.56
p,2.9,s,n,5.97
e,8.17,x,w,28.15
p,10.66,x,y,27.42
e,4.45,x,y,3.88
e,6.92,s,y,13.59
e,11.19,f,b,19.17
p,5.07,o,w,28.84
p,3.52,x,y,3.47
p,2.42,x,o,5.42
p,6.72,f,y,10.13
e,1.56,c,n,1.58
p,3.64,o,w,28.29
e,6.21,x,n,16.4
e,5.47,x,n,10.23
p,4.99,s,n,6.5
e,4.12,x,g,6.41
e,9.13,x,n,14.84
p,11.01,s,p,17.55
e,4.7,x,w,3.89
e,3.26,s,n,7.06
p,3.29,b,p,3.49
e,1.87,f,n,3.73
e,1.63,x,y,2.45
p,1.14,b,n,2.55
p,6.82,s,g,12.52
e,9,f,k,14.56
p,12.38,f,g,15.66
p,8.66,p,n,17.62
e,2.12,f,n,3.75
e,8.12,s,w,17.05
e,3.25,s,n,7.74
e,3.94,f,n,7.25
p,8.88,x,w,14.3
e,4.7,f,k,8.68
e,3.4,s,p,5.82
p,9.82,x,g,22.1
p,6.61,x,e,9.72
p,1.65,c,u,3.24
e,8.52,f,n,14.28
e,4.18,x,n,3.86
e,2.99,f,u,6.19
e,9.44,f,n,14.12
p,1.2,x,w,1.72
p,7.65,f,n,12.34
p,3.44,f,w,6.98
p,1.11,b,w,2.46
p,7.17,f,p,10.7
p,2.91,x,n,2.64
p,8.53,o,y,15.06
e,5.17,x,k,13.59
p,5.05,c,y,7.81
p,3.37,o,g,0
p,7.16,x,e,10.91
p,2.55,s,o,6.46
p,3.94,f,n,4.86
p,7.72,x,w,14.75
e,5.69,b,k,8.98
e,4.03,f,g,5.97
p,3.25,b,p,5.5
e,5.24,x,n,10.2
e,5.78,x,n,10.16
p,4.1,b,y,7.47
e,5.35,f,b,9.62
e,6.3,x,g,5.37
p,1.23,b,n,2.45
p,0.73,x,n,1.02
e,10.96,f,n,19.21
p,5.53,x,n,9.53
e,20.93,x,n,70.02
p,7.09,f,y,12.54
p,19.74,f,n,37.85
e,3.9,x,p,6.89
e,9.09,f,y,13.66
p,7.67,b,w,12.32
p,2.79,x,y,3.42
e,19.41,p,w,18.33
p,8.05,x,r,12.94
p,4.56,f,n,5.87
e,10.2,f,u,22.27
e,7.51,f,n,11.2
p,2.8,s,u,5.69
e,6.82,x,g,3.79
p,4.79,c,y,11.81
p,6.54,x,g,10.34
p,16.97,x,o,16.59
p,0.66,x,y,0.57
e,3.14,x,n,10.29
p,1.25,s,y,5.16
e,4.06,b,n,2.93
p,5.22,x,p,10.97
p,9.69,x,r,16.6
p,3.5,x,n,7.04
p,1.02,b,n,2.35
e,16.92,x,w,22.11
e,5.15,x,w,4.07
p,11.06,x,g,14.78
p,8.39,b,n,17.95
p,9.87,f,n,11.55
p,3.13,o,g,13
e,5.94,x,n,12.88
e,7.82,s,w,8.43
e,10.9,s,p,17.62
p,3.85,s,y,4.8
p,10.44,x,y,23.52
e,6.49,f,n,11.01
e,2.89,f,n,4.06
p,2,b,g,2.01
e,7.82,f,u,14.78
p,12.81,x,w,19.07
p,0.8,x,y,0.81
p,8.49,x,n,8.13
e,7.82,x,y,15.72
e,4.36,x,n,8
p,17.4,x,n,28.15
p,5.97,x,w,12.43
p,1.86,b,g,2.08
p,7.55,x,w,12.63
e,2.09,x,u,4.09
e,16.45,x,n,24.41
e,23.42,p,n,68.82
e,3.07,x,e,5.91
e,4.01,x,y,9.31
p,18.6,x,w,32.61
e,9.86,x,n,18.27
e,5.82,x,n,10.24
p,12.65,x,y,16.75
p,0.72,f,o,0.97
p,12.33,x,y,24.66
p,3.19,x,y,3.29
e,9.95,x,n,13.23
e,8.83,f,u,19.7
p,1.54,o,n,1.64
e,4.07,x,n,7.76
e,3.7,s,g,6.39
e,9.92,s,p,17.58
p,1.02,x,w,1.38
p,11.95,x,n,30.84
e,5.77,x,n,11.46
p,1.61,x,n,2.4
e,2.5,b,n,2.28
p,12.37,x,w,18.26
e,3.93,x,n,10.75
p,1.18,x,y,4.74
e,13.15,x,n,15.56
p,13.53,f,r,26.78
p,2.41,f,w,3.39
e,9.11,f,b,18.26
